Timestamp,lga,gender,age,education,do you own land,6- How did you acquire farming land?,7- Size of your farm?,8- Core sources of income?,9- Level of income per month in Nigerian naira?,"10- In addition to maize farming, what are your other sources of income and Average annual income (Naira)?",11- . Specify whether you acknowledged any credit for your agriculture ?,12- Years of farming experience?,13- Are you a member of a farmers’ association? ,14- Specify aids received as a member?,1- In your opinion is climate change taking place?,"2- If you are agreed, please specify from the list below what is your experience for the last 20 years that varieties your opinion that climate change is happening? ",3- Are you afraid of these climate changes?,"4- If yes, why?","1- Would you come to an agreement that the changes you stated, have negatively affected your maize farming activities?","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increase in temperature]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increase in rainfall and increased frequency and intensity of floods]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Changes in precipitation patterns]","2- If yes, what following effect would you tell us, these changes have had on your agriculture? [Increased frequency and intensity of droughts and decline in rainfall]",3- Take a reference of the last 10 years (2021); Is Maize farming areas?,"4- If increases or decreases, why?",1- Have you transformed your maize farming practices in response to climate change conditions?,2- Are you cognizant of climate-smart practices? ,4- Have you experienced any training on climate-smart practices for more than one week in an NGO or an institution? ,5- Do you know the benefits connected with the adoption of climate-smart practices? ,6- If yes what are the advantages of the adoption of climate-smart practices? ,7- ,7- For how long have you tried them on your farm? ,"8- If you have tried these practices, what do you propose to do? ",1- Do you receive climate information or early warning messages? ,"2- If yes, how do you receive this information through communication channels?","3- If you have received climate information, are you using the information?",4- If not why?,"5- If yes, does it influence you to change management practices? ",6- If yes what are the management options?,"10- In addition to maize farming, what are your other sources of income and Average annual income (Naira)? [Others]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Mixed cropping]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Combined crop and livestock systems]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Using seasonal weather predictions]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Agroforestry]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Crop rotation]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Rainwater harvesting]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Irrigation using effective technology]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Farmyard composting]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Preservation of hay during the dry season]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Use of organic manure & chemical fertilizer]","3- . If yes, which of the following adaptation (climate-smart) practices in your farming activities are you cognizant of, practice, and have the knowledge of?  [Other, specify]"
7/21/2022 21:09,Soba,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Access to extension services, Access to credit",Agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Destruction of crops as a result of flooding,Exacerbated soil erosion,Reduced moisture in the soil leads to wilting of crops,Reduced moisture in the soil leads to wilting of crops,Decrease,,Yes,Yes,Yes,Yes,"Increases productivity, Enhances food security",,2 years,Continue,Yes,"Radio, Posters, Internet",Yes,,Yes,,,Knowledge (No),Knowledge (No),Knowledge (Yes),Aware (No),Aware (No),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (Yes),Aware (Yes),None
7/21/2022 22:20,ZangonKataf,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,The decline in crop yield diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,2 years,Continue,Yes,"Radio, Television, Brochures, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Practice (Yes),Practice (Yes),Practice (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Aware (No),Aware (Yes),None
7/21/2022 23:33,Jema'a,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Crop failure,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Less 2 years,Continue,Yes,"Radio, Newspapers, Internet",Yes,,Yes,,,Aware (Yes),Aware (Yes),Aware (No),Knowledge (Yes),Aware (Yes),Aware (Yes),Aware (No),Knowledge (No),Aware (No),Aware (Yes),None
7/21/2022 23:37,Chikun,Male,above 40,Secondary School education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,None,Agree,"Decrease in rainfall, Increase in rainfall, Decrease in temperature",Yes,Crops have been destroyed and livestock died,Agree,The emergence of new strains of pests and diseases,Crop failure,Lack of pasture,Crop failure,Decrease,,Yes,No,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,Radio,Yes,,Yes,,,Aware (Yes),Aware (Yes),Aware (No),Aware (Yes),Knowledge (Yes),Aware (No),Knowledge (Yes),Aware (Yes),Aware (Yes),Aware (Yes),None
7/21/2022 23:40,Zaria,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Television, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (Yes),None
7/21/2022 23:42,Makarfi,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Television, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (No),Aware (Yes),Aware (Yes),Aware (Yes),Aware (No),Aware (No),Aware (No),None
7/22/2022 2:00,Igabi,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,2 years,Continue,Yes,"Radio, Newspapers, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),None
7/22/2022 2:02,Kubau,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,Learn new methods of farming,Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Increase,,Yes,Yes,Yes,Yes,"Are efficient in the use of natural resources, More profitable and less costly",,Above 2 years,Continue,Yes,"Radio, Posters, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),None
7/22/2022 2:04,Lere,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Access to extension services, Access to credit, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,None,The emergence of new strains of pests and diseases,The decline in crop yield diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,2 years,Continue,Yes,"Radio, Television, Internet",Yes,,Yes,,,Aware (No),None,Aware (No),Knowledge (Yes),Practice (No),Practice (Yes),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),None
7/22/2022 2:07,Kubau,Male,20 – 40,Tertiary Education,No,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Newspapers, Posters",Yes,,Yes,,,Practice (Yes),Knowledge (No),Practice (Yes),Practice (Yes),Knowledge (No),Knowledge (Yes),Aware (No),Aware (Yes),Aware (Yes),Aware (No),None
7/22/2022 2:11,Kachia,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Newspapers",Yes,,Yes,,,Practice (Yes),Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (No)
7/22/2022 3:52,Kachia,Male,20 – 40,Tertiary Education,No,Gifted,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,No,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,I am unable to plan my farming activities,Strongly agree,Reduced moisture in the soil leads to wilting of crops,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,Increases productivity,,2 years,Continue,Yes,Radio,Yes,,Yes,,,Aware (Yes),Aware (Yes),Aware (No),Practice (Yes),Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),None
7/22/2022 3:54,Ikara,Male,20 – 40,Tertiary Education,Yes,Bought,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,The decline in crop yield diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Internet",Yes,,Yes,,,Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes),None
7/22/2022 4:09,Giwa,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,2 years,Continue,Yes,"Television, Newspapers, Posters",Yes,,Yes,,,Aware (Yes),Aware (Yes),Aware (No),Aware (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (No),None
7/22/2022 4:53,Kagarko,Male,20 – 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to credit, None",Strongly agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,2 years,Continue,Yes,"Radio, Television, Newspapers",Yes,,Yes,,,Aware (No),Aware (No),Aware (No),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (Yes),Aware (No),Aware (No),None
7/22/2022 18:32,Chikun,Male,20 – 40,Primary school education,Yes,"Inherited, Bought",Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Learn new methods of farming, Access to extension services",Agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Agree,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Brochures, Internet",Yes,,Yes,,,Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (Yes),Aware (Yes),Aware (No),None
7/22/2022 18:36,Makarfi,Male,above 40,Tertiary Education,Yes,Rented,50 – 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,5 years,Yes,"Learn new methods of farming, Access to extension services, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,The decline in crop yield diseases,The decline in crop yield diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Television",Yes,,Yes,,,Practice (Yes),Knowledge (No),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (No),None
7/22/2022 18:49,Giwa,Male,above 40,Secondary School education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,None,Neutral,"Decrease in rainfall, Decrease in temperature, Increased frequency and intensity in droughts",Yes,Crop yields have declined,Neutral,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Crop failure,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,Radio,Yes,,Yes,,,Knowledge (Yes),Aware (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (No),Knowledge (Yes),Knowledge (Yes),None
7/22/2022 18:51,Kauru,Male,above 40,Arabic Education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,None,Agree,"Decrease in rainfall, Increase in temperature, Decrease in temperature",Yes,I am unable to plan my farming activities,Agree,Poor quality pasture as a result of nutrient leaching,"Inability to plan farming activities, instability in production resulting from the Crop failure.",Poor quality pasture as a result of nutrient leaching,Destruction of crops as a result of flooding,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,Radio,Yes,,Yes,,,Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),None
7/22/2022 18:52,Kagarko,Male,above 40,Primary school education,Yes,Bought,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,None,Agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Agree,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,The decline in crop yield diseases,The decline in crop yield diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Increases productivity, More profitable and less costly",,Above 2 years,Continue,Yes,Radio,Yes,,Yes,,,Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes)
7/22/2022 18:56,Sabon Gari,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,"Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Agree,Exacerbated soil erosion,Exacerbated soil erosion,Reduced moisture in the soil leads to wilting of crops,Exacerbated soil erosion,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Posters, Internet",Yes,,Yes,,,Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (Yes),Aware (No),Aware (No),None
7/22/2022 18:58,Kaura,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,No,None,Agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Agree,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,Decrease,,Yes,Yes,No,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (Yes),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (Yes)
7/22/2022 19:01,Kagarko,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services, Access to credit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (No),None,None
7/22/2022 19:04,Lere,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,"Non-farm income (employment, business, etc)",Above 10000,"Above 100,000",Yes,Above 5 years,No,"Learn new methods of farming, Access to extension services",Agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Agree,The decline in crop yield diseases,The decline in crop yield diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Posters, Internet",Yes,,Yes,,,Aware (No),Knowledge (Yes),Aware (No),Aware (No),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (No),Knowledge (Yes),Aware (No),None
7/22/2022 19:05,Jema'a,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Any other benefit",Agree,"Decrease in temperature, Increased frequency and intensity in droughts",Yes,Crop yields have declined,Agree,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances food security, Are efficient in the use of natural resources",,Above 2 years,Continue,Yes,"Newspapers, SMS services",Yes,,Yes,,,Aware (No),Aware (Yes),Aware (No),Aware (Yes),None,Aware (Yes),None,Aware (No),None,Aware (Yes),Aware (Yes)
7/22/2022 19:06,Kaduna South,Male,above 40,Primary school education,Yes,Bought,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,Reduced moisture in the soil leads to wilting of crops,Reduced moisture in the soil leads to wilting of crops,The decline in crop yield diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Knowledge (Yes),Knowledge (Yes),Aware (No),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Aware (No),Knowledge (Yes),Knowledge (Yes),None
7/22/2022 19:07,Igabi,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Access to credit",Agree,"Increase in temperature, Increased frequency and intensity in floods",Yes,Crop yields have declined,Agree,None,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Increases productivity, Are efficient in the use of natural resources",,Above 2 years,Abandon,Yes,"Radio, Internet",Yes,,Yes,,,None,Aware (Yes),Aware (Yes),Aware (Yes),Aware (No),Aware (Yes),None,Aware (Yes),Aware (No),None,Aware (Yes)
7/22/2022 19:09,BirninGwari,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services, Any other benefit",Agree,"Decrease in rainfall, Increase in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The decline in crop yield diseases,The decline in crop yield diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Newspapers, Posters",Yes,,Yes,,,Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (Yes),Aware (No),Aware (No),Aware (No),Aware (Yes)
7/22/2022 19:11,Kubau,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to extension services, Access to credit",Agree,"Decrease in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,The decline in crop yield,The decline in crop yield,Destruction of crops as a result of flooding,The decline in crop yield,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Posters, Internet",Yes,,Yes,,,Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Knowledge (No),Knowledge (Yes),Knowledge (Yes),Aware (No),Knowledge (Yes),None
7/22/2022 19:19,Jaba,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Agree,The decline in crop yield diseases,The emergence of new strains of pests and diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Internet",Yes,,Yes,,,Aware (No),Aware (No),Aware (No),Aware (No),Aware (Yes),Aware (No),Aware (Yes),Aware (No),Aware (Yes),Aware (Yes),None
7/22/2022 19:25,Kaura,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crop yields have declined,Strongly agree,Exacerbated soil erosion,Reduced moisture in the soil leads to wilting of crops,Exacerbated soil erosion,Reduced moisture in the soil leads to wilting of crops,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Newspapers",Yes,,Yes,,,Knowledge (No),Knowledge (No),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (No),Knowledge (No),None
7/22/2022 19:29,Kagarko,Male,above 40,Primary school education,Yes,Rented,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Access to credit, Any other benefit",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Crops have been destroyed and livestock died,Strongly agree,The decline in crop yield diseases,The decline in crop yield diseases,The emergence of new strains of pests and diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Posters, Internet",Yes,,Yes,,,Practice (No),Practice (Yes),Practice (No),Knowledge (No),Practice (Yes),Practice (Yes),Practice (Yes),Practice (Yes),Knowledge (No),Practice (Yes),None
7/22/2022 19:59,Giwa,Male,above 40,Primary school education,Yes,Inherited,50 – 200ha,Farm income,< 10000,"Above 100,000",Yes,Above 5 years,Yes,Access to credit,Agree,"Decrease in rainfall, Increase in rainfall",Yes,Crops have been destroyed and livestock died,Agree,None,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,The emergence of new strains of pests and diseases,Decrease,Climate change ,Yes,Yes,No,Yes,"Enhances resilience to climate change, Enhances food security",,Above 2 years,Continue,Yes,"Radio, Internet",Yes,,No,,,Aware (No),Aware (No),Knowledge (Yes),Aware (Yes),Aware (Yes),Aware (Yes),Knowledge (Yes),Aware (No),Aware (Yes),Aware (No),Knowledge (Yes)
7/22/2022 20:00,Kachia,Male,above 40,Primary school education,Yes,Inherited,Above 200ha,Farm income,Above 10000,"Above 100,000",Yes,Above 5 years,Yes,"Learn new methods of farming, Access to extension services",Strongly agree,"Decrease in rainfall, Increase in temperature",Yes,Pasture is insufficient for my animals,Strongly agree,Pests and diseases outbreak,The decline in crop yield diseases,The decline in crop yield diseases,None,Decrease,,Yes,Yes,Yes,Yes,"Enhances resilience to climate change, Increases productivity",,Above 2 years,Continue,Yes,"Radio, Posters",Yes,,Yes,,,Practice (Yes),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Practice (Yes),Knowledge (No),Practice (Yes),Practice (Yes),Practice (Yes),None
